row_id,country_code,year,agricultural_land_area,percentage_of_arable_land_equipped_for_irrigation,cereal_yield,droughts_floods_extreme_temps,forest_area,total_land_area,fertility_rate,life_expectancy,rural_population,total_population,urban_population,population_growth,avg_value_of_food_production,cereal_import_dependency_ratio,food_imports_as_share_of_merch_exports,gross_domestic_product_per_capita_ppp,imports_of_goods_and_services,inequality_index,net_oda_received_percent_gni,net_oda_received_per_capita,tax_revenue_share_gdp,trade_in_services,per_capita_food_production_variability,per_capita_food_supply_variability,adult_literacy_rate,school_enrollment_rate_female,school_enrollment_rate_total,avg_supply_of_protein_of_animal_origin,caloric_energy_from_cereals_roots_tubers,access_to_improved_sanitation,access_to_improved_water_sources,anemia_prevalence,obesity_prevalence,open_defecation,hiv_incidence,rail_lines_density,access_to_electricity,co2_emissions,unemployment_rate,total_labor_force,military_expenditure_share_gdp,proportion_of_seats_held_by_women_in_gov,political_stability
836,f787860,2000,100.4983912,10.19892824,14915.7174,,258.7870145,391.3493487,2.420978506,69.77884457,58960.07028,106510.8828,49310.00251,0.016909346,197.1500446,98.79417144,60.99923005,7620.636668,50.02691642,,1.651365482,57.65443209,21.69116815,45.87731204,16.26568622,33.14101749,,,99.57512494,34.12816889,41.19702494,73.7394343,94.13214354,30.31843935,13.33187662,2.686389326,,,81.02074787,145.8629949,19.70941651,47777.14952,,4.837194936,1.12764314
837,1881055,2013,12330.70882,28.33594929,1350.681054,,5714.249407,16973.40762,3.341293445,54.98522464,1000334.599,1261229.02,275112.7044,1.86612266,254.3367891,,,7919.6287,53.69836649,,2.562121544,91.95760482,,9.721174263,2.116559744,35.80705928,,75.12647162,77.39014475,,,57.27685441,73.64082822,26.67787709,14.13269181,12.58903679,2.240035232,1.709145948,56.99237736,1078.93461,26.67264519,424623.6158,1.885577077,6.180151778,-0.445748814
838,5dbddf9,2015,385250.7493,,2098.423994,,13715.24868,644015.9967,4.822407313,62.49169197,24392421.84,34271716.44,8854141.156,2.934610743,,,,1777.923597,49.65586228,,22.18216819,126.4270227,7.628533952,9.560557029,,,,,,,,32.14960875,54.54841903,40.5644255,,13.73145909,0.010100809,,72.42404767,,8.783944408,10208928.69,1.009648038,28.136743,-2.519091782
839,c9d2604,2001,25604.24794,0.804996385,1105.881548,,46411.35277,96971.95988,5.839698636,52.05001676,1651474.769,2968191.348,1339323.948,3.577823286,82.89491547,65.07447447,28.32613131,848.5207565,31.1854232,,10.56104523,12.61919134,,,4.377369377,79.59831477,,,,4.956908277,65.16466126,13.41917523,62.80704663,52.00270281,2.608309147,53.01824697,0.22600913,,0.010011927,492.40458,5.484590677,923772.4529,,7.949813446,
840,0ea781c,2010,348.0208369,,,,1692.860818,2855.155485,4.321991556,74.04643532,147989.1676,182682.2906,37035.00306,0.750499436,279.409985,,96.57413396,5382.877653,53.48219449,,23.73674358,807.1926477,21.98531618,38.71677867,7.121372382,37.29319824,,97.44335568,97.67495485,47.5920215,28.30088558,90.16541877,98.57591333,24.02930122,42.10712984,0.089676329,,,95.64776373,189.63941,4.717727764,37525.08423,,8.148556351,0.8050255
841,845041,2010,73420.1259,40.50897759,3614.803759,,222506.479,334041.1676,2.122300794,74.43830202,8210903.847,28338186.13,19783861.23,1.834779051,469.5430046,69.6805762,4.974800084,20770.1688,70.30310918,,-0.002528903,-0.22069546,13.1022523,26.29733442,8.415185104,23.17215272,91.66371187,95.05602694,96.0222401,42.73864936,45.25551283,97.19884368,97.52315626,22.09815364,10.57503198,0.536539614,0.049206452,0.493652228,97.57051954,221953.9421,3.236741396,12039146.56,1.522104671,10.0225032,0.119335466
842,07f8d11,2002,23917.48588,60.51748852,3342.890617,,22024.78178,61973.67489,2.23770684,73.62047467,15781144.51,19263621.9,3515177.97,0.782968221,94.30948713,37.03144914,12.96103883,5615.587011,40.82201288,40.91553089,2.071940415,17.58989013,14.10145989,17.09794136,1.971973877,34.42134999,,,101.3698221,12.76532132,56.45229608,82.17689751,82.49951661,33.85588824,2.679083937,2.700900223,0.010114601,,82.2744913,11123.07783,8.836598632,7923779.704,3.419055059,4.425687449,-0.851639341
843,04952a0,2005,716920.4635,0.802959189,1411.958963,,110493.9491,906452.8964,5.942153761,48.22414165,84893911.38,141341813.5,54207200.92,2.589236838,220.5093368,16.03467214,5.960338744,4080.42886,19.29206056,,6.455883709,45.35136826,2.912988936,7.551660384,4.938467641,18.01590857,,62.39683241,67.20235915,7.977771463,63.04910732,32.24197519,58.89633755,52.53354637,5.053433112,23.37970412,0.314082227,0.395046871,47.15020082,104404.2224,4.358724699,42781099.69,0.605506318,6.303279117,-1.646796284
844,8e8dfae,2001,179.1085521,34.75883441,2644.956754,,61.89835508,425.5117443,1.739627214,74.11516556,176994.6343,274202.7877,92185.70758,0.308878858,169.974047,98.07183146,44.95180272,13918.68184,44.71385899,,-0.038456265,-4.276851582,,47.47322092,8.863333666,69.64290745,,93.1957656,95.66452284,47.01115151,32.38016567,88.62088504,99.33468737,24.84096121,17.99746331,0.71020843,0.101554634,,101.5453289,1224.555008,10.02641333,144129.2544,,10.68278866,
845,d680446,2014,407076.9857,,3643.969607,,125596.3218,577170.8405,4.325065201,66.41300956,15619602.6,23157254.7,8005789.126,2.705925806,,,,1386.166131,37.14421328,,5.564302411,24.99767567,,23.61878983,6.604237417,,,,,,,12.03656601,49.72408198,36.77782271,4.067191033,43.84670884,0.030261864,,18.62263433,3044.429217,1.18634094,11884037.07,0.649379542,20.71390551,-0.564575741
846,a0b37e7,2014,452217.9714,,2075.27816,,107390.5634,1637041.181,1.704026547,74.42817253,20876979.77,78960826.51,58147225.39,1.273660482,,,,16772.59688,21.88013412,39.38705873,0.018844482,1.052791718,,,8.746989994,,84.55588636,,98.65756734,,,91.6259733,96.43930254,29.00380212,22.70461332,0.55887689,0.0099388,0.499494752,98.70897111,661500.1175,10.37965224,25254228.39,2.244298822,3.070785767,-0.903709288
847,2ddc563,2011,16949.98497,62.12387651,2791.465633,,3356.896859,28699.85503,1.686691366,72.91277638,1041189.993,2820109.747,1801476.711,-0.060910818,314.5097662,63.9356583,47.22302563,6980.372343,47.66041766,28.93826041,3.76120157,139.2216288,16.91855716,26.79836699,26.90950942,73.88310711,100.4628049,,,40.3365624,40.26434921,91.05528098,99.68901706,24.13000805,16.99365172,0,0.009970171,2.842586885,99.12557964,4980.824949,18.43073486,1425628.887,3.90420525,8.383818234,-0.088930533
848,ed9ad13,2013,1731632.334,49.28599115,5427.163897,,9910.820776,2163578.59,2.671405486,73.61893625,5082253.249,29490671.68,24444654.04,2.922436262,107.9534142,,,49160.22884,30.60574773,,,,,11.74647798,1.935186172,76.21249105,94.37265648,,97.61131343,,,98.52284151,98.58760002,41.92532943,30.63160821,0,0.00981141,0.099195449,101.4973591,551069.372,5.644980183,12074881.37,8.950585962,20.04866419,-0.414061817
849,c9d2604,2015,26644.94655,,1325.561108,,41060.68868,95021.3493,4.591704841,61.45683093,2283636.057,4520137.005,2249326.577,2.419047828,,,,796.2270938,105.0902798,,62.06961841,245.6488918,,59.12347032,,,,36.27615914,38.42203843,,,16.9664003,75.29059767,35.63593441,,41.73745806,0.120084185,,13.72430095,,2.29377956,1438321.394,0.738415462,10.86756711,-0.729084259
850,583201c,2007,156421.8849,0.798234536,1340.061963,,90502.19628,225537.8926,4.428215927,60.59987338,11773763.15,22757217.89,11153554.14,2.611194573,241.4377295,31.47295205,25.15857637,2696.01272,40.36533101,,4.728755387,50.2274436,,15.5656237,5.580876151,27.39673315,,69.53702582,69.76040362,16.26829314,63.88711091,12.45131208,80.22931645,51.76550754,7.288618464,20.69095632,0.0906514,,57.63863828,9805.715482,4.026838944,10367198.94,0.510433071,10.81022912,-0.059781147
851,c408d26,2005,15413.06314,6.888299759,2638.73141,,3047.343117,21060.598,2.554514143,71.13277601,2268232.61,5978604.093,3706981.821,0.470162391,141.4078576,46.41666463,21.171748,6911.583037,44.74840136,49.21251005,1.222170501,33.67263617,14.704071,17.30079884,4.396710627,43.3520595,,96.85353979,95.6916358,23.20122066,47.96183619,66.32532947,85.85550541,17.49741729,15.7700804,8.168757586,0.060614811,,87.63807359,6517.049708,7.14392129,2406898.302,0.897979135,10.58486999,-0.029914708
852,99a7c06,2000,1296301.46,8.254169532,755.0171771,,116332.2971,1550746.436,2.163613389,62.38323619,1035078.139,2433553.549,1390534.942,0.902958505,340.9625145,52.19554816,14.00292575,4593.20787,67.38787543,,19.61773327,90.5599964,13.9974067,21.08065822,43.25329684,24.96717413,97.43754254,92.17068595,94.71141252,55.77126396,44.91491399,47.58655854,56.44712373,18.99779467,8.367652863,15.59829317,0.010098246,0.101424357,68.53880161,7651.880663,4.560210081,962139.9833,2.109328009,10.47683367,0.752072196
853,30e2302,2002,398760.3899,9.001421337,1043.247862,,15786.66522,2389508.261,2.430095795,69.87085649,12523481.84,31658547.02,19677559.95,1.271087484,129.0191923,73.97488211,12.10869669,10678.46684,26.10770031,,0.345778769,5.791921021,31.61251204,,4.973333436,38.33364252,69.41807945,94.39092966,92.1486128,19.07490787,58.68497387,83.19834845,87.43066009,35.95828533,14.79717788,5.559293001,0.009919356,,100.7165194,88337.37971,25.815297,9556912.888,3.759263242,6.12001807,-1.691180671
854,be2a7f5,2004,222.1668028,,1359.847566,,454.1206282,762.5698542,,,23666.68159,71467.20145,46532.52308,0.408462441,342.1872394,98.5747505,50.11521849,8773.526996,46.5778685,,8.769434592,409.9236642,20.02091966,36.18061859,18.1484641,52.04232038,,98.32459027,97.26653695,48.68833239,33.54862339,81.11108563,96.1523601,27.73283389,17.81426173,12.0960552,,,86.80595796,112.8151753,,,,19.37938837,0.999571533
855,ea3bfc2,2004,17336.84087,33.40056045,4224.703884,,167840.056,197007.1539,2.852968163,64.96028999,532739.5808,756832.4048,210287.0157,-0.027316207,445.4093118,-59.10830884,13.98352419,4739.761351,104.775215,,21.09513497,195.2154452,,46.94930442,19.59751009,29.81213314,,,,35.47771205,50.04048913,79.72999812,88.57892639,40.02333196,15.20142503,1.110496865,0.156911111,,76.3249578,1614.230457,11.04908554,265294.6085,2.778907883,30.48473606,-0.541940745
856,6e49e65,2000,195689.6417,35.44076975,2688.913618,,168778.1472,507147.6365,1.662100314,69.71414372,43679998.87,61887791.96,19506236.82,1.020422598,321.6639869,-40.34365106,1.984925894,9264.238764,56.8954367,43.47770626,0.574483025,10.97265363,12.75276633,23.43280968,8.487593903,47.3008049,91.91698855,,,22.73349307,50.69308565,91.35198417,93.22387351,21.84965348,3.908497942,0.995354249,0.088472647,0.784193366,81.57417388,178981.5745,2.421718407,34901887.77,1.477201806,4.724186467,0.385732812
857,7328d3f,2000,11512.77032,0.405760268,4159.013365,,18543.63646,55199.49632,1.388125495,72.79333215,1935138.299,4436885.228,2433230.371,-2.872249408,253.8960681,-1.869839154,10.02259292,15718.51622,39.23419753,,0.306340502,15.01193345,22.00323381,29.81538848,16.23063593,94.16042517,,95.06618064,92.69941969,29.57193775,37.8177656,96.5643432,98.42986951,26.23701961,16.56994542,0.434502156,0.009860129,4.710785481,100.3368476,19348.88564,15.78443428,1941033.399,3.068452103,20.82499957,0.147998176
858,c408d26,2006,14572.92832,7.084736518,2834.524313,,3068.572511,20976.95569,2.509338786,70.34247199,2278528.623,5999607.687,3786235.184,0.464460715,146.0034474,45.53429867,22.37505865,7321.63223,48.12528545,45.16679854,0.889609404,25.84578951,15.97423107,17.48168972,2.55946878,49.13510969,82.51789094,98.26868927,96.60132541,23.76678018,46.22022988,68.66322604,86.21939475,17.37940778,16.53061165,7.675156653,0.049716804,,89.96331596,6842.123802,6.457162446,2498370.857,0.905361637,16.96034105,-0.150030383
859,1881055,2015,12439.37771,,1044.05258,,5822.706248,17133.39439,3.201039151,56.15175646,1045839.597,1292808.395,276098.3156,1.812164944,,,,8207.568302,49.3716815,,2.289996965,69.75672039,,10.76547302,,,,76.73007879,77.60987353,,,56.69244252,74.40685938,26.62622038,,10.98380829,1.913973959,,62.24307384,,26.77366106,436539.6848,1.862923709,6.249454428,-0.464519296
860,066b021,2000,45832.13471,92.92598656,1285.023657,,4047.328535,141055.6332,3.929197655,64.19588423,4479026.704,6219189.782,1634128.002,1.642459438,91.80607414,34.17241579,17.21667998,1160.749896,99.21132315,,15.25668402,20.21045766,,,6.936308727,13.79881628,99.46888918,92.45718139,96.49363113,7.920968429,70.40718135,88.75996469,58.56932137,39.29953666,5.923538896,1.440010682,0.020182871,,99.98839864,2199.155954,11.4537353,2086838.548,1.19492655,15.12323187,-1.756919527
861,81e884c,2011,23873.5119,38.69295037,4570.738958,,18276.71151,47725.7903,2.574093146,74.34754562,2548027.013,9840098.572,7400599.916,1.304028276,267.1361689,75.50408,17.30881661,11167.11412,34.60469016,47.21290217,0.41125112,22.09902496,12.45318716,15.1677227,12.42890516,49.59998294,89.31332589,88.39759018,89.794919,25.86134603,31.50339604,80.98719043,87.17109027,29.93021212,19.27683244,3.622161275,0.050444898,,96.90089324,21108.00272,5.885989837,4482246.521,0.60837357,20.57047833,-0.009877215
862,9e79f12,2008,106390.3193,78.67098496,2363.963566,,7529.32708,193251.5549,2.822964336,69.69589359,3454765.13,5322978.314,1885976.289,0.957339599,271.0805274,25.86727536,22.90545858,2828.475983,91.29222634,31.99722201,7.187226778,66.89599269,,32.87832467,7.379974931,68.81389773,,95.15158163,94.41081962,33.95723751,52.84581644,91.71012802,85.93785117,30.89006258,10.33519987,0.055165592,0.020399283,0.198241761,101.4398675,7608.880973,8.090070268,2394116.159,2.943788928,26.00236974,-0.582301373
863,f196e55,2001,110.2267449,50.91162349,720.9930722,,3961.899104,5280.004836,2.157056292,75.53709248,97914.58997,339056.4686,242615.5336,2.058356327,81.04918631,100.308799,4.95842877,83535.30376,39.01161728,,,,,27.43561984,6.989613267,61.18931824,91.18464619,,,45.19284351,49.12376042,,,12.57047143,10.1036504,,,,100.4457875,4428.818758,5.814237157,161685.5674,3.917323645,,
864,0ea781c,2008,371.1004665,,,,1738.564276,2838.424341,4.36433779,73.39385656,145546.5273,183946.1888,38340.60868,0.666117263,268.7707414,,135.1225744,5708.676249,47.60002446,42.26174351,6.772793499,224.555534,,37.64640757,9.412077067,48.02083654,,,,47.13330526,27.70728765,91.26617256,97.49739322,22.72148272,42.04879137,0.078372763,,,93.30462285,182.3914851,3.093462336,36948.86032,,8.075815069,1.142039645
865,c408d26,2010,15434.21789,6.707254169,2773.183436,,2861.422296,20383.36641,2.273922706,71.43023633,2189089.371,6041493.482,3957613.196,0.440114523,149.8989346,41.94924285,26.02304816,7316.731348,45.76263285,44.06138356,1.33677635,45.08788192,15.79788817,14.006215,6.05014899,4.91138959,84.45155452,97.14079667,95.20513634,23.60503521,49.9146884,70.28634853,91.12259266,17.79362777,18.23579037,4.723689724,0.040473184,,90.72947973,6360.808014,4.938127114,2596646.079,1.094590654,18.88224133,0.050193903
866,9e614ab,2014,23622.16347,,4508.324625,,182945.547,229623.6877,2.80592074,66.36276887,4063954.581,6603112.104,2499451.765,1.248223402,,,,5170.500522,57.44855821,,3.685980964,73.10754669,13.73788028,9.613301571,4.290855488,,,95.5751151,97.88312827,,,71.25920928,75.37655455,37.53723862,2.986294574,24.67996876,0.020230877,,79.97199914,1987.624557,0.652994981,3328322.164,,24.78520948,0.446794394
867,45a15a2,2015,38006.14712,,2149.614991,,34950.0909,107568.9229,3.043536009,74.23661227,7963524.29,16109470.19,8228672.448,2.027783711,,,,7164.478851,29.54607657,,0.654878322,25.34814069,10.27370576,9.37510661,,,,87.22789014,86.86039323,,,62.77165618,92.50165684,16.31578772,,5.591990196,0.02972068,,91.85072921,,2.680601363,6340638.346,0.400763321,13.6302369,-0.647648527
868,4080343,2012,38639.70985,0.30151804,1127.033036,,2446.931739,53308.78671,4.704307327,58.50718002,4140684.134,6763535.975,2649983.908,2.680013672,122.910648,17.3374026,16.97629895,1258.572941,61.67867828,,7.377941703,35.8211704,16.45609245,23.17932935,5.431091538,3.937539998,,,,9.05406738,71.32746742,11.53096362,61.00122344,50.69145047,5.669076323,52.04377968,0.10129103,,39.53581512,2447.579018,1.83326196,3046044.114,1.606772261,10.90973867,-0.405141048
869,0ea781c,2004,436.243615,,,,1691.981805,2857.58846,4.416315948,70.56258459,140112.9918,178480.7596,39027.82113,0.61647851,269.4392992,,221.9028709,5163.104709,45.2219305,,7.608874433,176.6595683,,32.41631796,2.38434498,25.67842396,,,,45.62302358,29.25269889,91.61927744,95.81302,22.33309586,38.59584469,0.078258899,,,91.53175323,152.3547961,2.716297734,35150.09053,,6.049470375,1.150155513
870,c3668f5,2010,22956.70218,5.769170858,2241.054093,,46269.99087,74764.89327,2.599339302,76.03861821,1277377.591,3640775.871,2373096.032,1.782909791,242.8068913,68.43144935,72.44096411,15578.33967,77.33580803,50.93787617,0.466843496,34.40099639,,30.88867177,9.471093261,40.78185049,95.79512893,97.31624545,96.98608342,38.79871899,44.86604593,73.73539769,92.03833466,24.7965254,21.37703631,4.750536953,0.060581895,,87.50651485,9166.700467,6.452184598,1672296.223,0,8.622035306,-0.112076127
871,a7d355b,2015,1067947.895,,3457.766495,,651997.051,1953605.158,2.224933498,76.13003777,25868927.32,128304415.8,101251191.7,1.31498206,,,,16611.18157,37.24189672,,0.028547128,2.582989571,12.93957269,4.729602671,,,95.03672572,98.27319038,100.1370678,,,85.97681716,94.76959123,14.52856328,,1.681306362,0.020139903,,100.2360229,,4.386483021,55021443.04,0.649324739,41.81885439,-0.863794605
872,6e49e65,2003,193730.6881,39.16846164,2986.486082,,167265.538,500742.1225,1.62341538,72.24123558,41202357.36,65338029.43,22620038.44,0.738192252,342.6719284,-50.52558955,2.034870309,10598.64756,54.49929233,,-0.640132526,-14.69754863,14.23729781,22.38775797,11.21565931,46.63856909,,,,22.90432089,49.1560244,93.46758934,91.64914078,22.53256374,4.701094027,0.832608406,0.070120224,0.790446558,91.02072424,221472.0191,1.534174914,37133433.48,1.223476729,9.104260095,-0.151566044
873,2e5e810,2010,107298.1952,73.41097865,5191.737143,,142931.2695,313939.4374,1.982987151,75.11486352,60804100.74,89314012.6,26559283.17,1.050996424,276.881696,-11.00883638,6.090467668,4480.372236,80.96685514,39.59640366,2.681472371,33.54925753,22.64260779,14.80053724,1.866176462,18.04090688,,,97.97987112,29.49908659,60.39845626,69.88830388,91.16939907,20.81938086,1.729500382,8.237146816,0.029849585,0.711846644,97.42462743,142309.0974,2.627731075,52718773.52,2.32011892,25.76640417,0.109695265
874,45a15a2,2005,45899.95558,20.8589432,2352.035244,,38669.70641,108484.6836,3.91867396,70.21472736,6951379.995,12883757.37,6267259.957,2.282360398,214.6008701,49.44413356,15.9911763,6301.995372,41.65987291,,0.940098599,19.54661344,10.98499983,10.01670295,3.15343029,75.69168024,,92.49897525,90.46023429,17.00875482,47.15879378,58.83687549,86.64302859,22.38274661,12.91888054,11.337803,0.049959693,,79.57107543,12671.50446,2.486153855,4829446.002,0.389223298,8.120255261,-0.873074639
875,45a15a2,2011,38246.17726,29.93620957,1967.313006,,37205.10581,108880.2059,3.314282419,72.59872542,7500694.87,14803756.63,7546101.78,2.185146952,255.9623452,44.0293291,17.12466434,6746.229352,38.06862341,,0.834322005,25.77488391,10.68793139,9.867024179,7.188671158,37.70639396,,95.6500053,96.8023657,18.1999641,47.52607947,62.17225029,89.76704028,18.26476969,15.6622992,7.717900771,0.030596608,,82.78950829,11830.97221,4.085516629,5669792.782,0.415873361,13.15163657,-0.767155177
876,c8e4701,2001,196664.2272,2.55718138,1713.439942,,105237.292,319321.282,5.695353065,45.63905061,9384188.383,16932008.3,7571361.352,2.138157514,261.4992142,47.87654002,9.016380945,2835.411651,32.35929283,,1.887527888,10.84742752,14.13086473,,4.327473824,38.73297955,,52.05172708,59.05043379,10.84663022,64.90866835,18.00415816,78.42450392,51.72349014,4.370039488,35.99362024,0.515068682,0.200835989,47.89212874,7836.712499,3.783791663,6352792.573,,8.371997125,
877,679c02d,2007,4261.688704,2.380855402,2617.570234,,10008.1619,17945.83683,2.797524824,69.88531709,404757.6417,821580.3752,417070.128,0.887578608,261.2675402,99.52783208,27.18662583,7508.614198,61.32869259,,1.510524894,61.37220678,,42.61444925,17.44211366,17.67112067,,,100.8573519,32.094161,46.33635821,83.75424788,93.3661001,32.27444994,26.49513026,0.431420417,,,87.49414247,1144.530927,8.556913472,319180.4512,2.260987847,,0.070001976
878,2ca26c6,2007,73635.80376,96.9034637,3205.818606,,134364.4233,245321.97,2.695254473,73.3824323,5400016.765,14482430.67,8973716.515,1.669930607,375.7783429,34.27999479,5.020545185,9024.11472,30.68677721,53.2358875,0.444920626,15.19013229,,7.517398646,5.470778752,23.65443766,85.16231052,,98.38927009,34.54121909,37.84612339,78.68266911,84.70275374,21.81886851,14.29538597,8.879323137,,,95.37800544,31810.76264,6.037264431,6613952.982,2.615492486,25.05357452,-0.775360611
879,889f053,2001,239155.0391,34.21428287,1060.571464,,5592.218742,520568.2711,6.119272875,59.816672,13243984.88,18279820.65,5017616.485,2.878738523,60.28699822,80.78637399,21.06477211,3932.115824,35.68114441,,4.121314861,20.20637909,,,1.93486049,24.46742752,,,63.33042314,9.932540887,65.36799455,40.19508316,58.24459363,59.13402317,8.096132237,30.02943244,0.010124041,,50.88932898,15986.95384,13.89262066,4332940.367,5.427140069,0.686298341,
880,0ea781c,2007,387.6082691,,,,1680.380864,2862.052136,4.538849965,70.74573191,143273.4399,184612.8398,37113.66948,0.659204304,259.5059641,,313.2311692,5716.783534,54.33352468,,7.183226604,204.1790534,,43.57205131,7.184642241,34.65498882,,,98.21448116,45.88539896,29.42773004,93.35838283,96.37203623,22.67563386,40.99122212,0.07983128,,,92.93636867,173.3562126,2.115055394,36638.0741,,8.114401003,1.024694879
881,b79b5f9,2012,32071.83945,8.732093009,1638.428895,,49376.95386,112188.8085,2.681583053,72.70494826,4063521.056,8567010.683,4486921.933,1.799220107,220.4604025,55.48264593,12.94553208,4109.77936,70.04393768,55.51931329,3.228796312,66.51646035,14.59806352,20.89569042,9.683861451,17.79196024,84.70050891,88.07351885,85.37785426,22.7170937,45.5255022,78.83660721,88.17578571,15.98483378,15.18613873,9.642262584,0.019778387,,82.16962898,9082.256768,3.780305838,3395708.206,1.156923273,19.74286415,-0.413463797
882,6.30E+87,2007,3748.62368,21.06206701,1277.064437,,7623.09801,14881.77845,6.638133251,67.05984893,782163.1557,1066111.624,296738.0921,1.573300615,104.8898478,19.45535947,77.47775063,1339.687779,22.03360049,27.46670695,13.95980804,267.7953108,,13.24997482,5.293111544,36.27129126,51.26080933,,,13.9938671,71.67718838,37.85248174,64.68918157,29.16530831,0.97655233,33.01376569,,,36.12018504,184.5280064,6.612497935,252839.6114,0.836262192,29.77711918,-1.129691366
883,6b615ad,2010,421877.9103,60.3178348,3435.800815,,587494.7498,1087699.889,2.028515202,74.24000914,11454529.52,45444512.44,35033248.99,1.120333648,264.5107736,63.23777441,7.888714657,10793.18851,18.08894116,54.61415927,0.242620633,14.83070876,11.99242045,5.194136414,6.281516874,42.63097019,91.56290492,96.19402106,96.89488201,31.57132542,33.52051355,77.96812429,91.06554936,24.05094246,17.85425545,5.634176648,0.030484433,,95.34497652,75108.31787,10.772163,22898874.07,3.584663998,12.76911617,-1.536788771
884,45a15a2,2000,45411.07027,13.14530561,1755.938079,,42225.18832,107571.7455,4.53789609,68.93057846,6519592.14,11421893.78,5309263.068,2.29513105,198.1203783,37.14006601,18.11517912,6017.33039,28.48469529,54.65681855,1.391020957,23.01019399,10.26510192,10.22977105,5.46970446,69.88496627,,81.56248691,82.54753029,13.95878308,52.81266438,55.25999821,84.02988323,26.49390766,10.73864549,13.87671972,0.060749342,,72.85033472,10011.49143,1.443567583,4147131.554,0.802122059,8.789878324,-0.825619914
885,c9d2604,2007,25761.63109,0.702037091,1453.434352,,43613.24696,96409.63671,5.237408008,56.32154019,1892481.412,3477233.994,1647780.081,4.029602121,78.80468559,69.78154837,97.89899286,658.5838954,237.3015775,36.3844789,189.1348252,313.8790668,19.16137982,213.6372616,1.520822815,33.55288577,42.91294648,,,6.073223355,64.78860069,14.83081193,68.94117906,43.89881501,3.950800454,48.21548068,0.089668355,,2.942478222,667.3970464,5.698439914,1101191.388,0.480055367,12.56101656,-1.234436992
886,2ddc563,2002,14061.54332,61.01348433,2222.128794,,3390.817963,28604.84155,1.647576497,72.04054955,1101627.668,3000270.07,1978124.63,-0.545085698,185.7760321,54.36496868,37.86655375,3712.510669,46.23661114,34.43754246,11.87853577,97.29683681,,20.564176,9.535570594,105.3584791,,86.47793186,88.13025468,22.71005133,56.34092456,90.14976779,92.12651469,20.47055245,12.84338424,0.090042124,0.02992673,2.441064208,97.7376701,3062.836866,10.4829913,1279223.514,2.713437825,3.100938239,-0.361551208
887,1881055,2001,12292.06398,27.62796645,1418.865224,,5128.902382,17522.54417,4.079609043,48.01538263,831903.7497,1075223.144,242773.1714,1.083025821,225.0078895,60.49055649,15.25090353,5918.507889,87.42409281,,1.805406072,27.2869714,17.76446099,24.51568113,5.681681282,70.2630542,,,,20.06763449,54.18684838,52.74387893,52.72941081,32.55901044,9.583055109,22.02494883,3.679406091,,26.97099202,1123.304894,22.5320709,311906.2673,1.276049009,3.105635955,
888,8fb5447,2011,78.47442289,,2327.190304,,10.08293103,303.1817381,2.186623171,77.22628166,224256.3593,380764.8044,154599.7507,2.911197996,23.45007935,101.3311163,79.82323842,11312.68623,84.30129141,,2.194208874,144.5618242,12.20402894,98.03059442,2.196206721,74.69766462,,,,80.44468167,40.7910811,96.93089694,96.87408221,40.4433223,5.998172269,0.018530849,,,98.66540111,969.9625489,4.672570833,184686.4531,,6.448475135,-0.213793004
889,0593aa0,2015,81.24715134,,1013.284206,,171.245815,344.9624572,2.086796003,72.98043174,69260.97237,107594.135,37312.05069,0.430657621,,,,12515.88159,55.99766908,,2.469682224,221.8822744,,76.30591311,,,,96.14189751,97.55247046,,,98.69175431,97.894236,22.61573007,,3.514627464,,,92.09773952,,,,,33.89199122,0.795972926
890,9e79f12,2007,109142.3655,80.08068393,2477.16785,,7975.906366,194855.2529,2.682842231,67.26634308,3408873.947,5262162.303,1878028.767,0.965031854,270.1884212,24.69804971,23.40437721,2631.752906,84.29728078,33.94390976,7.557868483,53.83148148,,33.76751295,6.242776275,80.18899612,,94.49486176,93.98181964,33.04665905,53.58086527,92.48655511,85.02447138,31.79199953,10.08313489,0.064046072,0.019834008,0.201591461,101.3193461,6576.160509,8.028907,2384458.647,3.004646681,25.3784948,-1.015577147
891,889f053,2006,232843.3086,51.02689514,926.3319276,,5453.864914,518087.9833,5.337899691,61.19402648,14906059.72,20879994.89,6298511.959,2.751895543,63.23344553,88.26289993,18.85619805,4096.394949,40.65379935,,1.625448733,13.50432796,,12.58377925,1.778361313,8.913275354,,,,11.79867879,60.9706965,48.70881981,55.90303832,61.53542317,9.233156216,26.3792449,0.01004811,,55.50220645,21297.28412,15.42564144,4868311.622,4.353622994,0.304353224,-1.313848454
892,508731a,2004,227751.9937,56.43521402,3283.929826,,742108.9684,1294229.464,2.700136351,72.03079366,6831368.678,27815576.45,20303679.41,1.246820238,213.5440343,45.5864341,9.065877749,7377.045658,19.26746408,50.60838404,0.729539117,17.07317119,13.6510503,6.825587923,5.764406093,55.47676994,87.02610682,101.1659609,97.55103344,21.76435773,57.67524398,65.40480517,80.56619646,29.24039037,13.7778588,15.71086278,,,76.86144892,32102.24513,4.984374655,13858696.24,1.384832678,18.50253777,-1.001419989
